S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6560,03/11/2020,Ladakh,6357,610,5671,76
6561,04/11/2020,Ladakh,6441,664,5701,76
6562,05/11/2020,Ladakh,6553,702,5772,79
6563,06/11/2020,Ladakh,6633,752,5802,79
6564,07/11/2020,Ladakh,6718,784,5854,80
6565,08/11/2020,Ladakh,6790,816,5894,80
6566,09/11/2020,Ladakh,6809,765,5960,84
6567,10/11/2020,Ladakh,6934,846,6003,85
6568,11/11/2020,Ladakh,7063,920,6058,85
6569,12/11/2020,Ladakh,7134,930,6118,86
6570,13/11/2020,Ladakh,7211,971,6151,89
6571,14/11/2020,Ladakh,7291,989,6213,89
6572,15/11/2020,Ladakh,7356,978,6289,89
6573,16/11/2020,Ladakh,7396,922,6385,89
6574,17/11/2020,Ladakh,7493,944,6456,93
6575,18/11/2020,Ladakh,7563,930,6539,94
6576,19/11/2020,Ladakh,7623,924,6605,94
6577,20/11/2020,Ladakh,7714,1000,6619,95
6578,21/11/2020,Ladakh,7787,948,6743,96
6579,22/11/2020,Ladakh,7866,912,6856,98
6580,23/11/2020,Ladakh,7939,928,6911,100
6581,24/11/2020,Ladakh,7945,859,6985,101
6582,25/11/2020,Ladakh,8028,854,7069,105
6583,26/11/2020,Ladakh,8119,886,7125,108
6584,27/11/2020,Ladakh,8228,961,7154,113
6585,28/11/2020,Ladakh,8272,904,7254,114
6586,29/11/2020,Ladakh,8328,885,7327,116
6587,30/11/2020,Ladakh,8403,878,7409,116
6588,01/12/2020,Ladakh,8415,809,7489,117
6589,02/12/2020,Ladakh,8477,793,7565,119
6590,03/12/2020,Ladakh,8623,862,7642,119
6591,04/12/2020,Ladakh,8691,859,7713,119
6592,05/12/2020,Ladakh,8732,860,7752,120
6593,06/12/2020,Ladakh,8840,884,7836,120
6594,07/12/2020,Ladakh,8893,856,7917,120
6595,08/12/2020,Ladakh,8896,761,8014,121
6596,09/12/2020,Ladakh,8969,791,8056,122
6597,10/12/2020,Ladakh,9045,819,8104,122
6598,11/12/2020,Ladakh,9071,774,8175,122
6599,12/12/2020,Ladakh,9112,797,8192,123
6600,13/12/2020,Ladakh,9138,763,8252,123
6601,14/12/2020,Ladakh,9155,649,8383,123
6602,15/12/2020,Ladakh,9166,614,8429,123
6603,17/12/2020,Ladakh,9238,536,8579,123
6604,18/12/2020,Ladakh,9243,497,8623,123
6605,19/12/2020,Ladakh,9252,473,8655,124
6606,20/12/2020,Ladakh,9270,423,8723,124
6607,21/12/2020,Ladakh,9279,354,8801,124
6608,22/12/2020,Ladakh,9286,309,8852,125
6609,23/12/2020,Ladakh,9296,270,8901,125
6610,24/12/2020,Ladakh,9309,237,8947,125
6611,25/12/2020,Ladakh,9341,246,8969,126
6612,26/12/2020,Ladakh,9355,209,9020,126
6613,27/12/2020,Ladakh,9394,217,9051,126
6614,28/12/2020,Ladakh,9406,208,9072,126
6615,29/12/2020,Ladakh,9411,197,9088,126
6616,30/12/2020,Ladakh,9436,209,9100,127
6617,31/12/2020,Ladakh,9447,188,9132,127
6618,03/01/2021,Ladakh,9550,260,9163,127
6619,04/01/2021,Ladakh,9556,256,9173,127
6620,05/01/2021,Ladakh,9561,240,9194,127
6621,06/01/2021,Ladakh,9577,235,9215,127
6622,07/01/2021,Ladakh,9589,219,9243,127
6623,08/01/2021,Ladakh,9600,215,9258,127
6624,09/01/2021,Ladakh,9601,203,9271,127
6625,10/01/2021,Ladakh,9608,203,9278,127
6626,11/01/2021,Ladakh,9618,197,9294,127
6627,12/01/2021,Ladakh,9621,183,9311,127
6628,13/01/2021,Ladakh,9634,180,9326,128
6629,14/01/2021,Ladakh,9639,136,9375,128
6630,15/01/2021,Ladakh,9646,114,9404,128
6631,16/01/2021,Ladakh,9648,104,9416,128
6632,17/01/2021,Ladakh,9649,93,9428,128
6633,18/01/2021,Ladakh,9656,91,9437,128
6634,19/01/2021,Ladakh,9657,81,9448,128
6635,20/01/2021,Ladakh,9662,79,9454,129
6636,21/01/2021,Ladakh,9668,76,9463,129
6637,22/01/2021,Ladakh,9673,73,9471,129
6638,23/01/2021,Ladakh,9673,68,9476,129
6639,24/01/2021,Ladakh,9675,62,9484,129
6640,25/01/2021,Ladakh,9687,65,9493,129
6641,27/01/2021,Ladakh,9688,51,9508,129
6642,28/01/2021,Ladakh,9688,48,9511,129
6643,29/01/2021,Ladakh,9705,63,9513,129
6644,30/01/2021,Ladakh,9714,68,9517,129
6645,31/01/2021,Ladakh,9719,70,9519,130
6646,01/02/2021,Ladakh,9720,67,9523,130
6647,02/02/2021,Ladakh,9724,68,9526,130
6648,03/02/2021,Ladakh,9726,66,9530,130
6649,04/02/2021,Ladakh,9735,70,9535,130
6650,05/02/2021,Ladakh,9740,72,9538,130
6651,06/02/2021,Ladakh,9743,72,9541,130
6652,07/02/2021,Ladakh,9744,72,9542,130
6653,08/02/2021,Ladakh,9747,72,9545,130
6654,09/02/2021,Ladakh,9753,71,9552,130
6655,10/02/2021,Ladakh,9758,59,9569,130
6656,11/02/2021,Ladakh,9762,60,9572,130
6657,12/02/2021,Ladakh,9762,52,9580,130
6658,13/02/2021,Ladakh,9763,50,9583,130
6659,14/02/2021,Ladakh,9765,49,9586,130
6660,15/02/2021,Ladakh,9767,45,9592,130
6661,16/02/2021,Ladakh,9773,48,9595,130
6662,17/02/2021,Ladakh,9779,48,9601,130
6663,18/02/2021,Ladakh,9782,48,9604,130
6664,19/02/2021,Ladakh,9783,48,9605,130
6665,20/02/2021,Ladakh,9785,41,9614,130
6666,21/02/2021,Ladakh,9786,40,9616,130
6667,22/02/2021,Ladakh,9786,39,9617,130
6668,23/02/2021,Ladakh,9787,37,9620,130
6669,24/02/2021,Ladakh,9796,45,9621,130
6670,25/02/2021,Ladakh,9807,53,9624,130
6671,26/02/2021,Ladakh,9814,56,9628,130
6672,27/02/2021,Ladakh,9816,54,9632,130
6673,01/03/2021,Ladakh,9818,53,9635,130
6674,02/03/2021,Ladakh,9819,46,9643,130
6675,03/03/2021,Ladakh,9819,44,9645,130
6676,04/03/2021,Ladakh,9821,42,9649,130
6677,06/03/2021,Ladakh,9826,42,9654,130
6678,07/03/2021,Ladakh,9830,44,9656,130
6679,08/03/2021,Ladakh,9831,44,9657,130
6680,09/03/2021,Ladakh,9833,44,9659,130
6681,10/03/2021,Ladakh,9835,43,9662,130
6682,11/03/2021,Ladakh,9838,39,9669,130
6683,13/03/2021,Ladakh,9846,30,9686,130
6684,14/03/2021,Ladakh,9847,31,9686,130
6685,15/03/2021,Ladakh,9847,31,9686,130
6686,30/07/2020,Lakshadweep,0,0,0,0
6687,31/07/2020,Lakshadweep,0,0,0,0
6688,01/08/2020,Lakshadweep,0,0,0,0
6689,02/08/2020,Lakshadweep,0,0,0,0
6690,03/08/2020,Lakshadweep,0,0,0,0
6691,04/08/2020,Lakshadweep,0,0,0,0
6692,05/08/2020,Lakshadweep,0,0,0,0
6693,06/08/2020,Lakshadweep,0,0,0,0
6694,07/08/2020,Lakshadweep,0,0,0,0
6695,08/08/2020,Lakshadweep,0,0,0,0
6696,09/08/2020,Lakshadweep,0,0,0,0
6697,10/08/2020,Lakshadweep,0,0,0,0
6698,11/08/2020,Lakshadweep,0,0,0,0
6699,12/08/2020,Lakshadweep,0,0,0,0
6700,13/08/2020,Lakshadweep,0,0,0,0
6701,14/08/2020,Lakshadweep,0,0,0,0
6702,15/08/2020,Lakshadweep,0,0,0,0
6703,16/08/2020,Lakshadweep,0,0,0,0
6704,17/08/2020,Lakshadweep,0,0,0,0
6705,18/08/2020,Lakshadweep,0,0,0,0
6706,19/08/2020,Lakshadweep,0,0,0,0
6707,20/08/2020,Lakshadweep,0,0,0,0
6708,21/08/2020,Lakshadweep,0,0,0,0
6709,22/08/2020,Lakshadweep,0,0,0,0
6710,23/08/2020,Lakshadweep,0,0,0,0
6711,24/08/2020,Lakshadweep,0,0,0,0
6712,25/08/2020,Lakshadweep,0,0,0,0
6713,26/08/2020,Lakshadweep,0,0,0,0
6714,27/08/2020,Lakshadweep,0,0,0,0
6715,28/08/2020,Lakshadweep,0,0,0,0
6716,29/08/2020,Lakshadweep,0,0,0,0
6717,30/08/2020,Lakshadweep,0,0,0,0
6718,31/08/2020,Lakshadweep,0,0,0,0
6719,01/09/2020,Lakshadweep,0,0,0,0
6720,02/09/2020,Lakshadweep,0,0,0,0
6721,03/09/2020,Lakshadweep,0,0,0,0
6722,04/09/2020,Lakshadweep,0,0,0,0
6723,05/09/2020,Lakshadweep,0,0,0,0
6724,06/09/2020,Lakshadweep,0,0,0,0
6725,07/09/2020,Lakshadweep,0,0,0,0
6726,08/09/2020,Lakshadweep,0,0,0,0
6727,09/09/2020,Lakshadweep,0,0,0,0
6728,10/09/2020,Lakshadweep,0,0,0,0
6729,11/09/2020,Lakshadweep,0,0,0,0
6730,12/09/2020,Lakshadweep,0,0,0,0
6731,13/09/2020,Lakshadweep,0,0,0,0
6732,14/09/2020,Lakshadweep,0,0,0,0
6733,15/09/2020,Lakshadweep,0,0,0,0
6734,16/09/2020,Lakshadweep,0,0,0,0
6735,17/09/2020,Lakshadweep,0,0,0,0
6736,18/09/2020,Lakshadweep,0,0,0,0
6737,19/09/2020,Lakshadweep,0,0,0,0
6738,20/09/2020,Lakshadweep,0,0,0,0
6739,21/09/2020,Lakshadweep,0,0,0,0
6740,22/09/2020,Lakshadweep,0,0,0,0
6741,23/09/2020,Lakshadweep,0,0,0,0
6742,24/09/2020,Lakshadweep,0,0,0,0
6743,25/09/2020,Lakshadweep,0,0,0,0
6744,26/09/2020,Lakshadweep,0,0,0,0
6745,27/09/2020,Lakshadweep,0,0,0,0
6746,28/09/2020,Lakshadweep,0,0,0,0
6747,29/09/2020,Lakshadweep,0,0,0,0
6748,30/09/2020,Lakshadweep,0,0,0,0
6749,01/10/2020,Lakshadweep,0,0,0,0
6750,02/10/2020,Lakshadweep,0,0,0,0
6751,03/10/2020,Lakshadweep,0,0,0,0
6752,04/10/2020,Lakshadweep,0,0,0,0
6753,05/10/2020,Lakshadweep,0,0,0,0
6754,06/10/2020,Lakshadweep,0,0,0,0
6755,07/10/2020,Lakshadweep,0,0,0,0
6756,08/10/2020,Lakshadweep,0,0,0,0
6757,09/10/2020,Lakshadweep,0,0,0,0
6758,10/10/2020,Lakshadweep,0,0,0,0
6759,11/10/2020,Lakshadweep,0,0,0,0
6760,12/10/2020,Lakshadweep,0,0,0,0
6761,13/10/2020,Lakshadweep,0,0,0,0
6762,14/10/2020,Lakshadweep,0,0,0,0
6763,15/10/2020,Lakshadweep,0,0,0,0
6764,16/10/2020,Lakshadweep,0,0,0,0
6765,17/10/2020,Lakshadweep,0,0,0,0
6766,18/10/2020,Lakshadweep,0,0,0,0
6767,19/10/2020,Lakshadweep,0,0,0,0
6768,20/10/2020,Lakshadweep,0,0,0,0
6769,21/10/2020,Lakshadweep,0,0,0,0
6770,22/10/2020,Lakshadweep,0,0,0,0
6771,23/10/2020,Lakshadweep,0,0,0,0
6772,24/10/2020,Lakshadweep,0,0,0,0
6773,25/10/2020,Lakshadweep,0,0,0,0
6774,26/10/2020,Lakshadweep,0,0,0,0
6775,27/10/2020,Lakshadweep,0,0,0,0
6776,28/10/2020,Lakshadweep,0,0,0,0
6777,29/10/2020,Lakshadweep,0,0,0,0
6778,30/10/2020,Lakshadweep,0,0,0,0
6779,31/10/2020,Lakshadweep,0,0,0,0
6780,01/11/2020,Lakshadweep,0,0,0,0
6781,02/11/2020,Lakshadweep,0,0,0,0
6782,03/11/2020,Lakshadweep,0,0,0,0
6783,04/11/2020,Lakshadweep,0,0,0,0
6784,05/11/2020,Lakshadweep,0,0,0,0
6785,06/11/2020,Lakshadweep,0,0,0,0
6786,07/11/2020,Lakshadweep,0,0,0,0
6787,08/11/2020,Lakshadweep,0,0,0,0
6788,09/11/2020,Lakshadweep,0,0,0,0
6789,10/11/2020,Lakshadweep,0,0,0,0
6790,11/11/2020,Lakshadweep,0,0,0,0
6791,12/11/2020,Lakshadweep,0,0,0,0
6792,13/11/2020,Lakshadweep,0,0,0,0
6793,14/11/2020,Lakshadweep,0,0,0,0
6794,15/11/2020,Lakshadweep,0,0,0,0
6795,16/11/2020,Lakshadweep,0,0,0,0
6796,17/11/2020,Lakshadweep,0,0,0,0
6797,18/11/2020,Lakshadweep,0,0,0,0
6798,19/11/2020,Lakshadweep,0,0,0,0
6799,20/11/2020,Lakshadweep,0,0,0,0
6800,21/11/2020,Lakshadweep,0,0,0,0
6801,22/11/2020,Lakshadweep,0,0,0,0
6802,23/11/2020,Lakshadweep,0,0,0,0
6803,24/11/2020,Lakshadweep,0,0,0,0
6804,25/11/2020,Lakshadweep,0,0,0,0
6805,26/11/2020,Lakshadweep,0,0,0,0
6806,27/11/2020,Lakshadweep,0,0,0,0
6807,28/11/2020,Lakshadweep,0,0,0,0
6808,29/11/2020,Lakshadweep,0,0,0,0
6809,30/11/2020,Lakshadweep,0,0,0,0
6810,01/12/2020,Lakshadweep,0,0,0,0
6811,02/12/2020,Lakshadweep,0,0,0,0
6812,03/12/2020,Lakshadweep,0,0,0,0
6813,04/12/2020,Lakshadweep,0,0,0,0
6814,05/12/2020,Lakshadweep,0,0,0,0
6815,06/12/2020,Lakshadweep,0,0,0,0
6816,07/12/2020,Lakshadweep,0,0,0,0
6817,08/12/2020,Lakshadweep,0,0,0,0
6818,09/12/2020,Lakshadweep,0,0,0,0
6819,10/12/2020,Lakshadweep,0,0,0,0
6820,11/12/2020,Lakshadweep,0,0,0,0
6821,12/12/2020,Lakshadweep,0,0,0,0
6822,13/12/2020,Lakshadweep,0,0,0,0
6823,14/12/2020,Lakshadweep,0,0,0,0
6824,15/12/2020,Lakshadweep,0,0,0,0
6825,17/12/2020,Lakshadweep,0,0,0,0
6826,18/12/2020,Lakshadweep,0,0,0,0
6827,19/12/2020,Lakshadweep,0,0,0,0
6828,20/12/2020,Lakshadweep,0,0,0,0
6829,21/12/2020,Lakshadweep,0,0,0,0
6830,22/12/2020,Lakshadweep,0,0,0,0
6831,23/12/2020,Lakshadweep,0,0,0,0
6832,24/12/2020,Lakshadweep,0,0,0,0
6833,25/12/2020,Lakshadweep,0,0,0,0
6834,26/12/2020,Lakshadweep,0,0,0,0
6835,27/12/2020,Lakshadweep,0,0,0,0
6836,28/12/2020,Lakshadweep,0,0,0,0
6837,29/12/2020,Lakshadweep,0,0,0,0
6838,30/12/2020,Lakshadweep,0,0,0,0
6839,31/12/2020,Lakshadweep,0,0,0,0
6840,03/01/2021,Lakshadweep,0,0,0,0
6841,04/01/2021,Lakshadweep,0,0,0,0
6842,05/01/2021,Lakshadweep,0,0,0,0
6843,06/01/2021,Lakshadweep,0,0,0,0
6844,07/01/2021,Lakshadweep,0,0,0,0
6845,08/01/2021,Lakshadweep,0,0,0,0
6846,09/01/2021,Lakshadweep,0,0,0,0
6847,10/01/2021,Lakshadweep,0,0,0,0
6848,11/01/2021,Lakshadweep,0,0,0,0
6849,12/01/2021,Lakshadweep,0,0,0,0
6850,13/01/2021,Lakshadweep,0,0,0,0
6851,14/01/2021,Lakshadweep,0,0,0,0
6852,15/01/2021,Lakshadweep,0,0,0,0
6853,16/01/2021,Lakshadweep,0,0,0,0
6854,17/01/2021,Lakshadweep,0,0,0,0
6855,18/01/2021,Lakshadweep,0,0,0,0
6856,19/01/2021,Lakshadweep,14,14,0,0
6857,20/01/2021,Lakshadweep,21,21,0,0
6858,21/01/2021,Lakshadweep,30,30,0,0
6859,22/01/2021,Lakshadweep,48,48,0,0
6860,23/01/2021,Lakshadweep,50,50,0,0
6861,24/01/2021,Lakshadweep,57,57,0,0
6862,25/01/2021,Lakshadweep,59,59,0,0
6863,27/01/2021,Lakshadweep,69,69,0,0
6864,28/01/2021,Lakshadweep,69,69,0,0
6865,29/01/2021,Lakshadweep,69,69,0,0
6866,30/01/2021,Lakshadweep,70,56,14,0
6867,31/01/2021,Lakshadweep,79,49,30,0
6868,01/02/2021,Lakshadweep,87,38,49,0
6869,02/02/2021,Lakshadweep,99,43,56,0
6870,03/02/2021,Lakshadweep,119,63,56,0
6871,04/02/2021,Lakshadweep,122,61,61,0
6872,05/02/2021,Lakshadweep,126,65,61,0
6873,06/02/2021,Lakshadweep,141,76,65,0
6874,07/02/2021,Lakshadweep,151,86,65,0
6875,08/02/2021,Lakshadweep,153,88,65,0
6876,09/02/2021,Lakshadweep,154,78,76,0
6877,10/02/2021,Lakshadweep,166,73,93,0
6878,11/02/2021,Lakshadweep,181,63,118,0
6879,12/02/2021,Lakshadweep,187,68,119,0
6880,13/02/2021,Lakshadweep,188,69,119,0
6881,14/02/2021,Lakshadweep,224,90,134,0
6882,15/02/2021,Lakshadweep,233,97,136,0
6883,16/02/2021,Lakshadweep,234,91,143,0
6884,17/02/2021,Lakshadweep,251,93,158,0
6885,18/02/2021,Lakshadweep,261,97,164,0
6886,19/02/2021,Lakshadweep,263,96,167,0
6887,20/02/2021,Lakshadweep,272,91,181,0
6888,21/02/2021,Lakshadweep,277,85,192,0
6889,22/02/2021,Lakshadweep,280,76,204,0
6890,23/02/2021,Lakshadweep,295,80,215,0
6891,24/02/2021,Lakshadweep,316,80,236,0
6892,25/02/2021,Lakshadweep,322,86,236,0
6893,26/02/2021,Lakshadweep,331,86,244,1
6894,27/02/2021,Lakshadweep,333,80,252,1
6895,01/03/2021,Lakshadweep,382,120,261,1
6896,02/03/2021,Lakshadweep,397,128,268,1
6897,03/03/2021,Lakshadweep,407,137,269,1
6898,04/03/2021,Lakshadweep,414,128,285,1
6899,06/03/2021,Lakshadweep,468,156,311,1
6900,07/03/2021,Lakshadweep,473,159,313,1
6901,08/03/2021,Lakshadweep,486,158,327,1
6902,09/03/2021,Lakshadweep,494,164,329,1
6903,10/03/2021,Lakshadweep,509,167,341,1
6904,11/03/2021,Lakshadweep,524,168,355,1
6905,13/03/2021,Lakshadweep,587,206,380,1
6906,14/03/2021,Lakshadweep,603,208,394,1
6907,15/03/2021,Lakshadweep,604,203,400,1
6908,21/03/2020,Madhya Pradesh,4,4,0,0
6909,22/03/2020,Madhya Pradesh,4,4,0,0
6910,23/03/2020,Madhya Pradesh,6,6,0,0
6911,24/03/2020,Madhya Pradesh,7,7,0,0
6912,25/03/2020,Madhya Pradesh,7,7,0,0
6913,26/03/2020,Madhya Pradesh,15,14,0,1
6914,27/03/2020,Madhya Pradesh,20,19,0,1
6915,28/03/2020,Madhya Pradesh,30,28,0,2
6916,29/03/2020,Madhya Pradesh,30,28,0,2
6917,30/03/2020,Madhya Pradesh,33,31,0,2
6918,31/03/2020,Madhya Pradesh,47,44,0,3
6919,01/04/2020,Madhya Pradesh,47,44,0,3
6920,02/04/2020,Madhya Pradesh,99,93,0,6
6921,03/04/2020,Madhya Pradesh,99,93,0,6
6922,04/04/2020,Madhya Pradesh,104,98,0,6
6923,05/04/2020,Madhya Pradesh,104,98,0,6
6924,06/04/2020,Madhya Pradesh,165,156,0,9
6925,07/04/2020,Madhya Pradesh,165,156,0,9
6926,08/04/2020,Madhya Pradesh,229,216,0,13
6927,09/04/2020,Madhya Pradesh,229,216,0,13
6928,10/04/2020,Madhya Pradesh,259,243,0,16
6929,11/04/2020,Madhya Pradesh,435,402,0,33
6930,12/04/2020,Madhya Pradesh,532,496,0,36
6931,13/04/2020,Madhya Pradesh,564,528,0,36
6932,14/04/2020,Madhya Pradesh,604,517,44,43
6933,15/04/2020,Madhya Pradesh,730,629,51,50
6934,16/04/2020,Madhya Pradesh,987,870,64,53
6935,17/04/2020,Madhya Pradesh,1120,1003,64,53
6936,18/04/2020,Madhya Pradesh,1310,1172,69,69
6937,19/04/2020,Madhya Pradesh,1407,1210,127,70
6938,20/04/2020,Madhya Pradesh,1407,1210,127,70
6939,21/04/2020,Madhya Pradesh,1485,1284,127,74
6940,22/04/2020,Madhya Pradesh,1552,1328,148,76
6941,23/04/2020,Madhya Pradesh,1592,1364,148,80
6942,24/04/2020,Madhya Pradesh,1699,1413,203,83
6943,25/04/2020,Madhya Pradesh,1852,1550,210,92
6944,26/04/2020,Madhya Pradesh,2096,1787,210,99
6945,27/04/2020,Madhya Pradesh,2096,1691,302,103
6946,28/04/2020,Madhya Pradesh,2168,1756,302,110
6947,29/04/2020,Madhya Pradesh,2387,1890,377,120
6948,30/04/2020,Madhya Pradesh,2561,1971,461,129
6949,01/05/2020,Madhya Pradesh,2660,2041,482,137
6950,02/05/2020,Madhya Pradesh,2719,2050,524,145
6951,03/05/2020,Madhya Pradesh,2846,2071,624,151
6952,04/05/2020,Madhya Pradesh,2846,1892,798,156
6953,05/05/2020,Madhya Pradesh,2942,1979,798,165
6954,06/05/2020,Madhya Pradesh,3049,1873,1000,176
6955,07/05/2020,Madhya Pradesh,3138,1854,1099,185
6956,08/05/2020,Madhya Pradesh,3252,1828,1231,193
6957,09/05/2020,Madhya Pradesh,3341,1792,1349,200
6958,10/05/2020,Madhya Pradesh,3614,1723,1676,215
6959,11/05/2020,Madhya Pradesh,3614,1723,1676,215
6960,12/05/2020,Madhya Pradesh,3785,1817,1747,221
6961,13/05/2020,Madhya Pradesh,3986,1901,1860,225
6962,14/05/2020,Madhya Pradesh,4173,1937,2004,232
6963,15/05/2020,Madhya Pradesh,4426,2018,2171,237
6964,16/05/2020,Madhya Pradesh,4595,2073,2283,239
6965,17/05/2020,Madhya Pradesh,4789,2231,2315,243
6966,18/05/2020,Madhya Pradesh,4977,2326,2403,248
6967,19/05/2020,Madhya Pradesh,5236,2549,2435,252
6968,20/05/2020,Madhya Pradesh,5465,2577,2630,258
6969,21/05/2020,Madhya Pradesh,5735,2735,2733,267
6970,22/05/2020,Madhya Pradesh,5981,2868,2843,270
6971,23/05/2020,Madhya Pradesh,6170,2809,3089,272
6972,24/05/2020,Madhya Pradesh,6371,2823,3267,281
6973,25/05/2020,Madhya Pradesh,6665,2967,3408,290
6974,26/05/2020,Madhya Pradesh,6859,2988,3571,300
6975,27/05/2020,Madhya Pradesh,7024,3030,3689,305
6976,28/05/2020,Madhya Pradesh,7261,3021,3927,313
6977,29/05/2020,Madhya Pradesh,7453,3082,4050,321
6978,30/05/2020,Madhya Pradesh,7645,3042,4269,334
6979,31/05/2020,Madhya Pradesh,7891,3104,4444,343
6980,01/06/2020,Madhya Pradesh,8089,2897,4842,350
6981,02/06/2020,Madhya Pradesh,8283,2922,5003,358
6982,03/06/2020,Madhya Pradesh,8420,2835,5221,364
6983,04/06/2020,Madhya Pradesh,8588,2772,5445,371
6984,05/06/2020,Madhya Pradesh,8762,2748,5637,377
6985,06/06/2020,Madhya Pradesh,8996,2734,5878,384
6986,07/06/2020,Madhya Pradesh,9228,2721,6108,399
6987,08/06/2020,Madhya Pradesh,9401,2658,6331,412
6988,09/06/2020,Madhya Pradesh,9638,2688,6536,414
6989,10/06/2020,Madhya Pradesh,9849,2700,6729,420
6990,11/06/2020,Madhya Pradesh,10049,2730,6892,427
6991,12/06/2020,Madhya Pradesh,10241,2768,7042,431
6992,13/06/2020,Madhya Pradesh,10443,2802,7201,440
6993,14/06/2020,Madhya Pradesh,10641,2817,7377,447
6994,15/06/2020,Madhya Pradesh,10802,2666,7677,459
6995,16/06/2020,Madhya Pradesh,10935,2567,7903,465
6996,17/06/2020,Madhya Pradesh,11083,2455,8152,476
6997,18/06/2020,Madhya Pradesh,11244,2374,8388,482
6998,19/06/2020,Madhya Pradesh,11426,2308,8632,486
6999,20/06/2020,Madhya Pradesh,11582,2339,8748,495
7000,21/06/2020,Madhya Pradesh,11724,2343,8880,501
7001,22/06/2020,Madhya Pradesh,11903,2373,9015,515
7002,23/06/2020,Madhya Pradesh,12078,2342,9215,521
7003,24/06/2020,Madhya Pradesh,12261,2401,9335,525
7004,25/06/2020,Madhya Pradesh,12448,2441,9473,534
7005,26/06/2020,Madhya Pradesh,12596,2435,9619,542
7006,27/06/2020,Madhya Pradesh,12798,2448,9804,546
7007,28/06/2020,Madhya Pradesh,12965,2444,9971,550
7008,29/06/2020,Madhya Pradesh,13186,2545,10084,557
7009,30/06/2020,Madhya Pradesh,13370,2607,10199,564
7010,01/07/2020,Madhya Pradesh,13593,2626,10395,572
7011,02/07/2020,Madhya Pradesh,13861,2625,10655,581
7012,03/07/2020,Madhya Pradesh,14106,2702,10815,589
7013,04/07/2020,Madhya Pradesh,14297,2655,11049,593
7014,05/07/2020,Madhya Pradesh,14604,2772,11234,598
7015,06/07/2020,Madhya Pradesh,14930,2911,11411,608
7016,07/07/2020,Madhya Pradesh,15284,3088,11579,617
7017,08/07/2020,Madhya Pradesh,15627,3237,11768,622
7018,09/07/2020,Madhya Pradesh,16036,3420,11987,629
7019,10/07/2020,Madhya Pradesh,16341,3475,12232,634
7020,11/07/2020,Madhya Pradesh,16657,3538,12481,638
7021,12/07/2020,Madhya Pradesh,17201,3878,12679,644
7022,13/07/2020,Madhya Pradesh,17632,4103,12876,653
7023,14/07/2020,Madhya Pradesh,18207,4336,13208,663
7024,15/07/2020,Madhya Pradesh,19005,4757,13575,673
7025,16/07/2020,Madhya Pradesh,19643,5053,13908,682
7026,17/07/2020,Madhya Pradesh,20378,5562,14127,689
7027,18/07/2020,Madhya Pradesh,21081,5870,14514,697
7028,19/07/2020,Madhya Pradesh,21763,6193,14864,706
7029,20/07/2020,Madhya Pradesh,22600,6568,15311,721
7030,21/07/2020,Madhya Pradesh,23310,6888,15684,738
7031,22/07/2020,Madhya Pradesh,24095,7082,16257,756
7032,23/07/2020,Madhya Pradesh,24842,7236,16836,770
7033,24/07/2020,Madhya Pradesh,25474,7335,17359,780
7034,25/07/2020,Madhya Pradesh,26210,7553,17866,791
7035,26/07/2020,Madhya Pradesh,26926,7639,18488,799
7036,27/07/2020,Madhya Pradesh,27800,7857,19132,811
7037,28/07/2020,Madhya Pradesh,28589,7978,19791,820
7038,29/07/2020,Madhya Pradesh,29217,8044,20343,830
7039,30/07/2020,Madhya Pradesh,30134,8357,20934,843
7040,31/07/2020,Madhya Pradesh,30968,8454,21657,857
7041,01/08/2020,Madhya Pradesh,31806,8668,22271,867
7042,02/08/2020,Madhya Pradesh,32614,8769,22969,876
7043,03/08/2020,Madhya Pradesh,33535,9099,23550,886
7044,04/08/2020,Madhya Pradesh,34285,9286,24099,900
7045,05/08/2020,Madhya Pradesh,35082,8756,25414,912
7046,06/08/2020,Madhya Pradesh,35734,8741,26064,929
7047,07/08/2020,Madhya Pradesh,36564,8716,26902,946
7048,08/08/2020,Madhya Pradesh,37298,8715,27621,962
7049,09/08/2020,Madhya Pradesh,38157,8827,28353,977
7050,10/08/2020,Madhya Pradesh,39025,9009,29020,996
7051,11/08/2020,Madhya Pradesh,39891,9202,29674,1015
7052,12/08/2020,Madhya Pradesh,40734,9105,30596,1033
7053,13/08/2020,Madhya Pradesh,41604,9317,31239,1048
7054,14/08/2020,Madhya Pradesh,42618,9718,31835,1065
7055,15/08/2020,Madhya Pradesh,43414,9928,32405,1081
7056,16/08/2020,Madhya Pradesh,44433,9986,33353,1094
7057,17/08/2020,Madhya Pradesh,45455,10312,34038,1105
7058,18/08/2020,Madhya Pradesh,46385,10232,35025,1128
7059,19/08/2020,Madhya Pradesh,47375,10521,35713,1141
7060,20/08/2020,Madhya Pradesh,48351,10717,36475,1159
7061,21/08/2020,Madhya Pradesh,49493,10782,37540,1171
7062,22/08/2020,Madhya Pradesh,50640,10928,38527,1185
7063,23/08/2020,Madhya Pradesh,51866,11261,39399,1206
7064,24/08/2020,Madhya Pradesh,53129,11510,40390,1229
7065,25/08/2020,Madhya Pradesh,54421,11944,41231,1246
7066,26/08/2020,Madhya Pradesh,55800,12225,42310,1265
7067,27/08/2020,Madhya Pradesh,56864,12336,43246,1282
7068,28/08/2020,Madhya Pradesh,58181,12422,44453,1306
